Functional class,Parent Funcional class,Parent of parent Functional class,Economical class,Parent Economical class,Parent of parent Economical class,Date,Amount (1000 HUF)
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,3 - Céljuttatás projektprémium K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,895
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,4 - Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,363
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,6 - Jubileumi jutalom K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,322
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1244
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,206
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,10 - Egyéb költségtérítések K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,124
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,126
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1224
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,2118
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,100
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,10463
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,24 - ebből korkedvezmény biztosítási járulék K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,516
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,113
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,64
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,352
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,3133
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,241
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,4316
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,83
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,36 - Közüzemi díjak K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,3608
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,5582
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,14680
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,3086
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,4643
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,26
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,43
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,198 - Informatikai eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,780
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,12028
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,3458
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,204 - Ingatlanok felújítása K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,191
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,206 - Egyéb tárgyi eszközök felújítása K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,565
072430 - Képalkotó diagnosztikai szolgáltatások,0724 - Paramedikális szolgáltatások,0723 - Fogorvosi szolgáltatások,207 - Felújítási célú előzetesen felszámított általános forgalmi adó K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,204
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,5745
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,2
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,3 - Céljuttatás projektprémium K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,147
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,4 - Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,59
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,6 - Jubileumi jutalom K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,53
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,203
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,34
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,10 - Egyéb költségtérítések K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,5
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,21
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,200
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,347
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,16
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,1711
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,24 - ebből korkedvezmény biztosítási járulék K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,84
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,19
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,10
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,57
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,653
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,27
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,299
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,14
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,36 - Közüzemi díjak K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,574
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,8
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,16
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,533
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,496
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,4
074011 - Foglalkozás-egészségügyi alapellátás,0740 - Közegészségügyi szolgáltatások,0734 - Bentlakásos egészségügyi ápolási szolgáltatások,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,298
