Level1,Level2,Level3,Total
Egyéb működési célú kiadások (194),154 - Egyéb működési célú támogatások államháztartáson belülre (154),ebből központi költségvetési szervek K (155),2100
Egyéb működési célú kiadások (194),154 - Egyéb működési célú támogatások államháztartáson belülre (154),ebből nemzetiségi önkormányzatok és költségvetési szerveik K (163),782
Egyéb működési célú kiadások (194),181 - Egyéb működési célú támogatások államháztartáson kívülre (181),ebből egyéb civil szervezetek K (184),4552
Költségvetési kiadások (271),203 - Beruházások (203),Immateriális javak beszerzése létesítése K (195),4335
Költségvetési kiadások (271),203 - Beruházások (203),Ingatlanok beszerzése létesítése (196),11305
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),4387
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),6711
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),7192
Költségvetési kiadások (271),208 - Felújítások (208),Ingatlanok felújítása K (204),6901
Költségvetési kiadások (271),208 - Felújítások (208),Felújítási célú előzetesen felszámított általános forgalmi adó K (207),1863
Egyéb felhalmozási célú kiadások (270),232 - Egyéb felhalmozási célú támogatások államháztartáson belülre (232),ebből helyi önkormányzatok és költségvetési szerveik K (239),15000
Egyéb felhalmozási célú kiadások (270),258 - Egyéb felhalmozási célú támogatások államháztartáson kívülre (258),ebből egyházi jogi személyek K (259),10000
Egyéb működési célú kiadások (194),154 - Egyéb működési célú támogatások államháztartáson belülre (154),ebből nemzetiségi önkormányzatok és költségvetési szerveik K (163),11000
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),514
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),837
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),214
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),394
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),563
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),2434
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),3494
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),40
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),37435
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),4204
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),4
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),1948
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),704501
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),200687
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Fizetendő általános forgalmi adó K (50),15315
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),354472
Egyéb működési célú kiadások (194),181 - Egyéb működési célú támogatások államháztartáson kívülre (181),ebből háztartások K (185),14814
Egyéb működési célú kiadások (194),181 - Egyéb működési célú támogatások államháztartáson kívülre (181),ebből önkormányzati többségi tulajdonú nem pénzügyi vállalkozások K (188),367293
Költségvetési kiadások (271),203 - Beruházások (203),Ingatlanok beszerzése létesítése (196),138040
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),37270
Költségvetési kiadások (271),208 - Felújítások (208),Ingatlanok felújítása K (204),60566
Költségvetési kiadások (271),208 - Felújítások (208),Felújítási célú előzetesen felszámított általános forgalmi adó K (207),16353
Egyéb felhalmozási célú kiadások (270),232 - Egyéb felhalmozási célú támogatások államháztartáson belülre (232),ebből központi költségvetési szervek K (233),1235
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),113874
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),16287
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Céljuttatás projektprémium K (3),1697
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),1294
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),503
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),5329
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Ruházati költségtérítés K (8),3900
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),924
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),550
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),3358
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),229
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),215
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),38154
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből rehabilitációs hozzájárulás K (23),18156
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),865
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),215
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),912
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),140
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),4553
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),306
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),761
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),112
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),808
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),1513
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),17373
Dologi kiadások (60),48 - Kiküldetések reklám és propagandakiadások (48),Kiküldetések kiadásai K (46),161
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),2666
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Fizetendő általános forgalmi adó K (50),8102
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),1857
Költségvetési kiadások (271),194 - Egyéb működési célú kiadások (194),Elvonások és befizetések K (130),13380
Költségvetési kiadások (271),203 - Beruházások (203),Immateriális javak beszerzése létesítése K (195),45
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),1195
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),3731
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),500
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Céljuttatás projektprémium K (3),19205
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),22489
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),4015
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),11428
